date_time,ES=F,NQ=F,GC=F,CL=F,EURUSD=X,BTC-USD,cash,event,pos,ticker,B_S,exectype,size,price,commision,portfolio_value,portfolio_value_eur,pos_value,ddn,dayly_profit,dayly_profit_eur,pre_portfolio_value,exchange_rate,ddn_eur,date
1999-01-20 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.86,0.0,1999-01-20
1999-01-21 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.86,0.0,1999-01-21
1999-01-22 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-22
1999-01-22 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.86,0.0,1999-01-22
1999-01-25 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-25
1999-01-25 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.86,0.0,1999-01-25
1999-01-26 23:59:02,0,0,0,0,0,0,0,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-26
1999-01-26 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-26
1999-01-26 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.87,0.0,1999-01-26
1999-01-27 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-27
1999-01-27 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.86,0.0,1999-01-27
1999-01-28 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-28
1999-01-28 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.87,0.0,1999-01-28
1999-01-29 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-01-29
1999-01-29 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-01-29
1999-02-01 23:59:02,0,0,0,0,0,0,0,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-01
1999-02-01 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-01
1999-02-01 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-01
1999-02-02 23:59:02,0,0,0,0,0,0,0,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-02
1999-02-02 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-02
1999-02-02 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-02
1999-02-03 23:59:04,0,0,0,0,0,0,0,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-03
1999-02-03 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-03
1999-02-04 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-04
1999-02-05 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-05
1999-02-08 23:59:07,0,0,0,0,0,0,0,Canceled,0,cash,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-08
1999-02-08 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.89,0.0,1999-02-08
1999-02-09 23:59:07,0,0,0,0,0,0,0,Canceled,0,cash,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-09
1999-02-09 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-09
1999-02-10 23:59:07,0,0,0,0,0,0,0,Canceled,0,cash,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-10
1999-02-10 23:59:59,0,0,0,0,0,0,0,End of Day,,,,,,,,79995.2,68000.0,0.0,,0.0,0.0,79995.2,0.88,0.0,1999-02-10
1999-02-11 00:00:07,0,0,0,0,0,0,0,Created,0,cash,Buy,Stop,2,1145.18,0,,,,,,,,,,1999-02-11
1999-02-11 10:00:07,0,0,0,0,0,0,2,Executed,2,cash,Buy,Stop,2,1145.18,10,,,,,,,,,,1999-02-11
1999-02-11 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,79985.2,67991.17,45807.21,,-10.0,-8.83,79995.2,0.88,-0.0,1999-02-11
1999-02-12 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,79990.65,67996.04,45812.66,,5.45,4.86,79985.2,0.89,-0.0,1999-02-12
1999-02-16 00:00:02,0,0,0,0,0,0,2,Created,0,NQ=F,Buy,Stop,4,2035.796,0,,,,,,,,,,1999-02-16
1999-02-16 23:59:02,0,0,0,0,0,0,2,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-16
1999-02-16 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,79996.11,68000.87,45818.12,,5.46,4.83,79990.65,0.88,0.0,1999-02-16
1999-02-17 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,80001.57,68005.74,45823.58,,5.46,4.87,79996.11,0.89,0.0,1999-02-17
1999-02-18 00:00:03,0,0,0,0,0,0,2,Created,0,GC=F,Buy,Stop,1,288.092,0,,,,,,,,,,1999-02-18
1999-02-18 00:00:04,0,0,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.13,0,,,,,,,,,,1999-02-18
1999-02-18 23:59:03,0,0,0,0,0,0,2,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-18
1999-02-18 23:59:04,0,0,0,0,0,0,2,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-18
1999-02-18 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,80007.04,68010.6,45829.05,,5.46,4.86,80001.57,0.89,0.0,1999-02-18
1999-02-19 00:00:02,0,0,0,0,0,0,2,Created,0,NQ=F,Buy,Stop,4,2065.495,0,,,,,,,,,,1999-02-19
1999-02-19 00:00:03,0,0,0,0,0,0,2,Created,0,GC=F,Buy,Stop,1,288.096,0,,,,,,,,,,1999-02-19
1999-02-19 00:00:04,0,0,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.13,0,,,,,,,,,,1999-02-19
1999-02-19 23:59:02,0,0,0,0,0,0,2,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-19
1999-02-19 23:59:03,0,0,0,0,0,0,2,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-19
1999-02-19 23:59:04,0,0,0,0,0,0,2,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-19
1999-02-19 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,80012.5,68015.48,45834.51,,5.46,4.88,80007.04,0.89,0.0,1999-02-19
1999-02-22 00:00:02,0,0,0,0,0,0,2,Created,0,NQ=F,Buy,Stop,4,2078.26,0,,,,,,,,,,1999-02-22
1999-02-22 00:00:03,0,0,0,0,0,0,2,Created,0,GC=F,Buy,Stop,1,288.095,0,,,,,,,,,,1999-02-22
1999-02-22 00:00:04,0,0,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.132,0,,,,,,,,,,1999-02-22
1999-02-22 23:59:02,0,0,0,0,0,0,2,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-22
1999-02-22 23:59:03,0,0,0,0,0,0,2,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-22
1999-02-22 23:59:04,0,0,0,0,0,0,2,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-22
1999-02-22 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,80017.97,68020.41,45839.98,,5.47,4.94,80012.5,0.9,0.0,1999-02-22
1999-02-23 00:00:02,0,0,0,0,0,0,2,Created,0,NQ=F,Buy,Stop,5,2038.142,0,,,,,,,,,,1999-02-23
1999-02-23 00:00:03,0,0,0,0,0,0,2,Created,0,GC=F,Buy,Stop,1,288.086,0,,,,,,,,,,1999-02-23
1999-02-23 00:00:04,0,0,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.131,0,,,,,,,,,,1999-02-23
1999-02-23 23:59:02,0,0,0,0,0,0,2,Canceled,0,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-23
1999-02-23 23:59:03,0,0,0,0,0,0,2,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-23
1999-02-23 23:59:04,0,0,0,0,0,0,2,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-23
1999-02-23 23:59:59,0,0,0,0,0,0,2,End of Day,,,,,,,,80023.44,68025.37,45845.45,,5.47,4.96,80017.97,0.91,0.0,1999-02-23
1999-02-24 00:00:02,0,0,0,0,0,0,2,Created,0,NQ=F,Buy,Stop,5,2038.138,0,,,,,,,,,,1999-02-24
1999-02-24 00:00:03,0,0,0,0,0,0,2,Created,0,GC=F,Buy,Stop,1,287.987,0,,,,,,,,,,1999-02-24
1999-02-24 00:00:04,0,0,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.44,0,,,,,,,,,,1999-02-24
1999-02-24 10:00:02,0,5,0,0,0,0,2,Executed,5,NQ=F,Buy,Stop,5,2038.138,25,,,,,,,,,,1999-02-24
1999-02-24 23:59:03,0,5,0,0,0,0,2,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-24
1999-02-24 23:59:04,0,5,0,0,0,0,2,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-24
1999-02-24 23:59:59,0,5,0,0,0,0,2,End of Day,,,,,,,,79513.93,67562.52,65742.32,,-509.51,-462.85,80023.44,0.91,-0.007,1999-02-24
1999-02-25 00:00:04,0,5,0,0,0,0,2,Created,0,CL=F,Buy,Stop,1,12.49,0,,,,,,,,,,1999-02-25
1999-02-25 00:00:07,0,5,0,0,0,0,2,Created,2,cash,Buy,Stop,1,1146.41,0,,,,,,,,,,1999-02-25
1999-02-25 10:00:07,0,5,0,0,0,0,3,Executed,3,cash,Buy,Stop,1,1146.41,5,,,,,,,,,,1999-02-25
1999-02-25 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-25
1999-02-25 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,79366.91,67428.86,88528.49,,-147.03,-133.66,79513.93,0.91,-0.009,1999-02-25
1999-02-26 00:00:02,0,5,0,0,0,0,3,Created,5,NQ=F,Buy,Stop,1,2037.836,0,,,,,,,,,,1999-02-26
1999-02-26 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,1,12.61,0,,,,,,,,,,1999-02-26
1999-02-26 23:59:02,0,5,0,0,0,0,3,Canceled,5,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-26
1999-02-26 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-02-26
1999-02-26 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,78884.02,66991.54,88045.6,,-482.89,-437.32,79366.91,0.91,-0.015,1999-02-26
1999-03-01 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.985,0,,,,,,,,,,1999-03-01
1999-03-01 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,1,12.31,0,,,,,,,,,,1999-03-01
1999-03-01 23:59:03,0,5,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-01
1999-03-01 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-01
1999-03-01 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,79016.43,67111.65,88178.02,,132.42,120.11,78884.02,0.91,-0.014,1999-03-01
1999-03-02 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.874,0,,,,,,,,,,1999-03-02
1999-03-02 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,1,12.28,0,,,,,,,,,,1999-03-02
1999-03-02 23:59:03,0,5,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-02
1999-03-02 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-02
1999-03-02 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,78534.23,66668.85,87695.81,,-482.21,-442.8,79016.43,0.92,-0.02,1999-03-02
1999-03-03 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.672,0,,,,,,,,,,1999-03-03
1999-03-03 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,1,12.66,0,,,,,,,,,,1999-03-03
1999-03-03 23:59:03,0,5,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-03
1999-03-03 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-03
1999-03-03 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,78653.9,66778.3,87815.48,,119.67,109.45,78534.23,0.91,-0.019,1999-03-03
1999-03-04 00:00:02,0,5,0,0,0,0,3,Created,5,NQ=F,Buy,Stop,5,2024.148,0,,,,,,,,,,1999-03-04
1999-03-04 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.649,0,,,,,,,,,,1999-03-04
1999-03-04 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,12.92,0,,,,,,,,,,1999-03-04
1999-03-04 23:59:02,0,5,0,0,0,0,3,Canceled,5,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-04
1999-03-04 23:59:03,0,5,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-04
1999-03-04 23:59:04,0,5,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-04
1999-03-04 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,78994.24,67091.06,88155.82,,340.34,312.76,78653.9,0.92,-0.014,1999-03-04
1999-03-05 00:00:02,0,5,0,0,0,0,3,Created,5,NQ=F,Buy,Stop,6,2006.619,0,,,,,,,,,,1999-03-05
1999-03-05 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.602,0,,,,,,,,,,1999-03-05
1999-03-05 23:59:02,0,5,0,0,0,0,3,Canceled,5,NQ=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-05
1999-03-05 23:59:03,0,5,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-05
1999-03-05 23:59:59,0,5,0,0,0,0,3,End of Day,,,,,,,,79370.76,67439.43,88532.35,,376.52,348.37,78994.24,0.93,-0.009,1999-03-05
1999-03-08 00:00:02,0,5,0,0,0,0,3,Created,5,NQ=F,Buy,Stop,7,2003.481,0,,,,,,,,,,1999-03-08
1999-03-08 00:00:03,0,5,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,287.9,0,,,,,,,,,,1999-03-08
1999-03-08 00:00:04,0,5,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,13.33,0,,,,,,,,,,1999-03-08
1999-03-08 10:00:02,0,12,0,0,0,0,3,Executed,12,NQ=F,Buy,Stop,7,2003.481,35,,,,,,,,,,1999-03-08
1999-03-08 23:59:03,0,12,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-08
1999-03-08 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-08
1999-03-08 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,80413.58,68402.06,117658.89,,1042.81,962.63,79370.76,0.92,0.0,1999-03-08
1999-03-09 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,13.63,0,,,,,,,,,,1999-03-09
1999-03-09 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-09
1999-03-09 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,80290.08,68288.6,117535.39,,-123.5,-113.46,80413.58,0.92,-0.002,1999-03-09
1999-03-10 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,13.78,0,,,,,,,,,,1999-03-10
1999-03-10 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-10
1999-03-10 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,80536.64,68515.09,117781.95,,246.56,226.49,80290.08,0.92,0.0,1999-03-10
1999-03-11 00:00:03,0,12,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,291.5,0,,,,,,,,,,1999-03-11
1999-03-11 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,14.74,0,,,,,,,,,,1999-03-11
1999-03-11 23:59:03,0,12,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-11
1999-03-11 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-11
1999-03-11 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,80670.61,68637.49,117915.92,,133.97,122.41,80536.64,0.91,0.0,1999-03-11
1999-03-12 00:00:02,0,12,0,0,0,0,3,Created,12,NQ=F,Sell,Stop,-1,1935.24,0,,,,,,,,,,1999-03-12
1999-03-12 00:00:03,0,12,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,293.8,0,,,,,,,,,,1999-03-12
1999-03-12 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,14.3,0,,,,,,,,,,1999-03-12
1999-03-12 23:59:02,0,12,0,0,0,0,3,Canceled,12,NQ=F,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-12
1999-03-12 23:59:03,0,12,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-12
1999-03-12 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-12
1999-03-12 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,79843.36,67887.56,117088.67,,-827.25,-749.93,80670.61,0.91,-0.011,1999-03-12
1999-03-15 00:00:02,0,12,0,0,0,0,3,Created,12,NQ=F,Sell,Stop,-1,1969.87,0,,,,,,,,,,1999-03-15
1999-03-15 00:00:03,0,12,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,293.65,0,,,,,,,,,,1999-03-15
1999-03-15 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,14.51,0,,,,,,,,,,1999-03-15
1999-03-15 23:59:02,0,12,0,0,0,0,3,Canceled,12,NQ=F,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-15
1999-03-15 23:59:03,0,12,0,0,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-15
1999-03-15 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-15
1999-03-15 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,81084.35,69024.84,118329.67,,1241.0,1137.28,79843.36,0.92,0.0,1999-03-15
1999-03-16 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,14.48,0,,,,,,,,,,1999-03-16
1999-03-16 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-16
1999-03-16 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,81403.48,69316.47,118648.8,,319.13,291.63,81084.35,0.91,0.0,1999-03-16
1999-03-17 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,14.6,0,,,,,,,,,,1999-03-17
1999-03-17 23:59:04,0,12,0,0,0,0,3,Canceled,0,CL=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-17
1999-03-17 23:59:59,0,12,0,0,0,0,3,End of Day,,,,,,,,81199.87,69131.19,118445.18,,-203.62,-185.27,81403.48,0.91,-0.003,1999-03-17
1999-03-18 00:00:03,0,12,0,0,0,0,3,Created,0,GC=F,Buy,Stop,1,288.39,0,,,,,,,,,,1999-03-18
1999-03-18 00:00:04,0,12,0,0,0,0,3,Created,0,CL=F,Buy,Stop,2,15.11,0,,,,,,,,,,1999-03-18
1999-03-18 10:00:04,0,12,0,2,0,0,3,Executed,2,CL=F,Buy,Stop,2,15.11,10,,,,,,,,,,1999-03-18
1999-03-18 23:59:03,0,12,0,2,0,0,3,Canceled,0,GC=F,Buy,Stop,0,0.0,0,,,,,,,,,,1999-03-18
1999-03-18 23:59:59,0,12,0,2,0,0,3,End of Day,,,,,,,,82116.15,69964.02,122393.46,,916.28,832.83,81199.87,0.91,0.0,1999-03-18
1999-03-19 23:59:59,0,12,0,2,0,0,3,End of Day,,,,,,,,80976.0,68925.45,121253.32,,-1140.15,-1038.57,82116.15,0.91,-0.015,1999-03-19
1999-03-22 23:59:59,0,12,0,2,0,0,3,End of Day,,,,,,,,80372.51,68371.73,120649.82,,-603.5,-553.72,80976.0,0.92,-0.023,1999-03-22
1999-03-23 23:59:59,0,12,0,2,0,0,3,End of Day,,,,,,,,78794.26,66925.53,119071.58,,-1578.24,-1446.2,80372.51,0.92,-0.045,1999-03-23
1999-03-24 23:59:59,0,12,0,2,0,0,3,End of Day,,,,,,,,80019.68,68048.22,120296.99,,1225.41,1122.69,78794.26,0.92,-0.028,1999-03-24
1999-03-25 00:00:02,0,12,0,2,0,0,3,Created,12,NQ=F,Sell,Stop,-1,2013.55,0,,,,,,,,,,1999-03-25
1999-03-25 00:00:07,0,12,0,2,0,0,3,Created,3,cash,Sell,Stop,-1,1148.416,0,,,,,,,,,,1999-03-25
1999-03-25 10:00:02,0,11,0,2,0,0,3,Executed,11,NQ=F,Sell,Stop,-1,2013.55,5,,,,,,,,,,1999-03-25
1999-03-25 23:59:07,0,11,0,2,0,0,3,Canceled,3,cash,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-25
1999-03-25 23:59:59,0,11,0,2,0,0,3,End of Day,,,,,,,,81653.91,69549.58,117909.12,,1634.23,1501.36,80019.68,0.92,-0.006,1999-03-25
1999-03-26 00:00:02,0,11,0,2,0,0,3,Created,11,NQ=F,Sell,Stop,-1,2025.7,0,,,,,,,,,,1999-03-26
1999-03-26 00:00:07,0,11,0,2,0,0,3,Created,3,cash,Sell,Stop,-1,1148.546,0,,,,,,,,,,1999-03-26
1999-03-26 23:59:02,0,11,0,2,0,0,3,Canceled,11,NQ=F,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-26
1999-03-26 23:59:07,0,11,0,2,0,0,3,Canceled,3,cash,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-26
1999-03-26 23:59:59,0,11,0,2,0,0,3,End of Day,,,,,,,,81408.41,69323.0,117663.62,,-245.5,-226.58,81653.91,0.92,-0.009,1999-03-26
1999-03-29 00:00:02,0,11,0,2,0,0,3,Created,11,NQ=F,Sell,Stop,-2,2025.7,0,,,,,,,,,,1999-03-29
1999-03-29 00:00:04,0,11,0,2,0,0,3,Created,2,CL=F,Sell,Stop,-1,15.18,0,,,,,,,,,,1999-03-29
1999-03-29 00:00:07,0,11,0,2,0,0,3,Created,3,cash,Sell,Stop,-1,1148.674,0,,,,,,,,,,1999-03-29
1999-03-29 23:59:02,0,11,0,2,0,0,3,Canceled,11,NQ=F,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-29
1999-03-29 23:59:04,0,11,0,2,0,0,3,Canceled,2,CL=F,Sell,Stop,0,0.0,0,,,,,,,,,,1999-03-29
